CustomerID,Customer Name,City,District,State,OMC,Class of Mkt,Latitude,Longitude,Fiscal Year,Month,MS Vol,HSD Vol
HPC41034910,M/s R S  PETROMART,BETAMCHERLA - RETAIL,AP-NANDYAL,Andhra Pradesh (New),HPCL,D2,15.46,78.15,2024,July,0,0
HPC41034912,M/s Nm Auto Services Chegunta,CHEGUNTA - RETAIL,TG-MEDAK,Telangana,HPCL,D1,18,78.45,2024,July,32,78
HPC41034914,M/s M RAJAIAH   CO  BALKONDA,BALKONDA - RETAIL,TG-NIZAMABAD,Telangana,HPCL,D1,18.85,78.33,2024,July,19,75
HPC41034919,M/S VIKAS FILLING STATION,GOUDAVALLI VILLAGE - RETAIL,TG-MEDCHAL MALKAJGIRI,Telangana,HPCL,D2,17.6,78.4,2024,July,55,303
HPC41034921,MS/HSD SARWESHWARA FILLING PUMP DUB,DUBBAPET - RETAIL,TG-PEDDAPALLI,Telangana,HPCL,D2,18.49,79.23,2024,July,51,149
HPC41034923,MS/HSD KOTHA SURESH PETROL PUMP  NU,NUKAPALLY - RETAIL,TG-JAGITIAL,Telangana,HPCL,D1,18.71,78.92,2024,July,80,160
HPC41034925,M/s LAXMI FILLING STATION BHOOPALPA,BHOOPALAPALLY - RETAIL,TG-JAYASHANKAR BHUPALPALLI,Telangana,HPCL,D1,18.43,79.87,2024,July,89,139
HPC41034927,MSHSD SS FILLING STATION NEERUPALLY,NERUPALLY - RETAIL,TG-KOMRAM BHEEM ASIFABAD,Telangana,HPCL,D2,19.29,79.4,2024,July,4,20
HPC41034929,MSHSD SONY FILLING POINT KANNALA,BELLAMPALLE - RETAIL,TG-MANCHERIAL,Telangana,HPCL,D2,19.1,79.47,2024,July,0,0
HPC41034934,MS/HSD VISHWANATH FUEL F/STN KARIMN,KARIMNAGAR - RETAIL,TG-KARIMNAGAR,Telangana,HPCL,D2,18.42,79.15,2024,July,20,100
HPC41034936,MS/HSD VENKATA SAI F/STATION CHOPPA,CHOPPADANDI - RETAIL,TG-KARIMNAGAR,Telangana,HPCL,D2,18.58,79.17,2024,July,34,70
HPC41034937,RED ROSE FILLING STATION,KANCHAIMARAT - RETAIL,TG-RANGA REDDY,Telangana,HPCL,A,17.25,78.47,2024,July,88,234
HPC41034938,MS/HSD MAURYA QUALITY FUELS,CHENNEKOTHAPALLI - RETAIL,AP-SRI SATHYA SAI,Andhra Pradesh (New),HPCL,D1,14.29,77.63,2024,July,35,31
HPC41034939,M/S PADIGESHILA FILLING STATION,KEESARA - RETAIL,TG-MEDCHAL MALKAJGIRI,Telangana,HPCL,C,17.52,78.67,2024,July,39,225
HPC41034940,DEVI DEVENDRA FUELS,GUNTAKKAL - RETAIL,AP-ANANTAPUR,Andhra Pradesh (New),HPCL,C,15.15,77.37,2024,July,95,80
HPC41034941,SREE NIDHI FUELS STATION,RAYALACHERU - RETAIL,AP-ANANTAPUR,Andhra Pradesh (New),HPCL,D1,15.05,77.82,2024,July,48,62
HPC41034942,MSHSD SRI RAGHAVENDRA FILLING STN D,DAROOR - RETAIL,TG-JOGULAMBA GADWAL,Telangana,HPCL,C,16.23,77.71,2024,July,43,47
HPC41034943,MSHSD SWAGATH FILLING STN TELAKAPAL,TELKAPALLY - RETAIL,TG-NAGARKURNOOL,Telangana,HPCL,D2,16.45,78.45,2024,July,23,31
HPC41034945,MS/HSD NAMA AGENCIES,DHARMAVARAM - RETAIL,AP-SRI SATHYA SAI,Andhra Pradesh (New),HPCL,C,14.4,77.71,2024,July,41,37
HPC41034948,SRI SAI BALAJI FUELS,NAYINAPALLI - RETAIL,AP-ANANTAPUR,Andhra Pradesh (New),HPCL,D2,14.8,77.81,2024,July,14,24
HPC41034950,SAI VIJAYA DURGA F/STN,YADIKI - RETAIL,AP-ANANTAPUR,Andhra Pradesh (New),HPCL,D1,15.05,77.9,2024,July,45,35
HPC41034952,M/s SAI KRANTI F/STN BAHUPETA X  RD,ELLAPUR X ROAD - RETAIL,TG-WARANGAL,Telangana,HPCL,D1,18.09,79.49,2024,July,32,90
HPC41034954,MS/HSD BALAJI FUEL F/STN KOTHAPALLY,KOTHAPALLY - RETAIL,TG-KARIMNAGAR,Telangana,HPCL,D2,18.5,79.08,2024,July,25,150
HPC41034956,MS/HSD MAHALAXMI FUEL FLG STN,PEDDAPALLI - RETAIL,TG-PEDDAPALLI,Telangana,HPCL,D2,18.57,79.36,2024,July,16,80
HPC41034958,DHARANI FILLING STATION,GOLLAPALLI - RETAIL,TG-JAGITIAL,Telangana,HPCL,C,18.79,79.04,2024,July,20,40
HPC41034960,MSHSD RAVI FILLING STATION KALWAKUR,KALWAKURTHY - RETAIL,TG-NAGARKURNOOL,Telangana,HPCL,D2,16.67,78.49,2024,July,23,19
HPC41034962,MSHSD SRI AMBICA FILLING STATION KA,KAMAI - RETAIL,TG-ADILABAD,Telangana,HPCL,D1,19.81,78.57,2024,July,0,4
HPC41034964,MSHSD SONY STAR S/S BANDAMEDIPALLY,MAHABOOBNAGAR - RETAIL,TG-MEHBUBNAGAR,Telangana,HPCL,D2,16.72,77.98,2024,July,11,15
HPC41034966,M/s SRI MAHESWARA M FUELS,YANAKANDALA - RETAIL,AP-NANDYAL,Andhra Pradesh (New),HPCL,D2,15.37,78.21,2024,July,0,56
HPC41034970,M/s M D R  PETROMART,BANGANAPALLE - RETAIL,AP-NANDYAL,Andhra Pradesh (New),HPCL,D2,15.33,78.22,2024,July,0,14
HPC41034972,M/s SAI PRANAV FILLING STATION,DHONE - RETAIL,AP-NANDYAL,Andhra Pradesh (New),HPCL,C,15.39,77.86,2024,July,26,38
HPC41034974,M/s NANDI FUEL STATION,CEMENT NAGAR - RETAIL,AP-NANDYAL,Andhra Pradesh (New),HPCL,C,15.51,78.21,2024,July,12,66
HPC41034977,VIJAYA FILLING STATION,GUNDLAPALLI CROSS - RETAIL,AP-ANANTAPUR,Andhra Pradesh (New),HPCL,C,14.7,77.05,2024,July,31,26
HPC41034980,MS/HSD SRI BALAJI PETRO HUB,"GOLLULDODDI, Y T CHERUVU - RETAIL",AP-ANANTAPUR,Andhra Pradesh (New),HPCL,D1,15.13,77.55,2024,July,0,0
HPC41034984,SRI SAI SRAVANI FUELS,KADRI - RETAIL,AP-SRI SATHYA SAI,Andhra Pradesh (New),HPCL,C,14.12,78.16,2024,July,59,25
HPC41034986,MSHSD M H FILLING STN GUDEBALLUR,GUDEBALLUR - RETAIL,TG-NARAYANPET,Telangana,HPCL,D2,16.4,77.36,2024,July,15,23
HPC41034988,MS/HSD SRI LAXMI VENKATESWARA,MEDICHAL - RETAIL,TG-MEDCHAL MALKAJGIRI,Telangana,HPCL,D1,17.64,78.49,2024,July,145,292
HPC41034995,ESWARA AGENCY,VIZIANAGARAM - RETAIL,AP-VIZIANAGARAM,Andhra Pradesh (New),HPCL,C,18.11,83.4,2024,July,76,128
HPC41035036,GIRIJA SERVICE CENTRE,SANDILA - RETAIL,UP-HARDOI,Uttar Pradesh,HPCL,D2,27.04,80.54,2024,July,4,20
HPC41035040,VINDHYAVASINI SERVICE STATION,MANIKPUR - RETAIL,UP-CHITRUKUT,Uttar Pradesh,HPCL,C,25.08,81.1,2024,July,48,120
HPC41035057,RAM ADHAR   SONS,BHAGALPUR - RETAIL,UP-DEORIA,Uttar Pradesh,HPCL,D2,26.18,83.87,2024,July,21,27
HPC41035061,LAXMI FILLING CENTRE,LAKHAHI - RETAIL,UP-KHERI,Uttar Pradesh,HPCL,D2,28.18,80.98,2024,July,44,52
HPC41035068,MS/HSD HP SHOHSHRIEH,SOHSHRIEH - RETAIL,ML-EAST JAINTA HIL,Meghalaya,HPCL,D1,25.46,92.29,2024,July,24,36
HPC41035070,MS/HSD N S T ENERGY STATION,MIAO - RETAIL,AR-CHANGLANG,Arunachal Pradesh,HPCL,D2,27.42,95.98,2024,July,48,216
HPC41035073,SURYA SERVICE STATION,KANPUR - RETAIL,UP-KANPUR CITY,Uttar Pradesh,HPCL,A,26.46,80.25,2024,July,18,30
HPC41035083,MSHSD HP JANIA FILLING STATION,BARPETA - RETAIL,AS-BARPETA,Assam,HPCL,C,26.33,90.93,2024,July,36,24
HPC41035085,MS/HSD DHARAMNATH FILLING STATION,JAGIROAD - RETAIL,AS-MARIGAON,Assam,HPCL,D2,26.15,92.21,2024,July,60,120
HPC41035087,MS/HSD SAMI HP FILLING STATION,MORIABARI - RETAIL,AS-MARIGAON,Assam,HPCL,C,26.44,92.42,2024,July,18,26
HPC41035089,MSHSD ADHOC HP DARRANGIRI,MATIA - RETAIL,AS-GOALPARA SOUTH,Assam,HPCL,D2,26.1,90.75,2024,July,0,0
HPC41035090,DAYAVANTI AND SONS,JAMMU - RETAIL,JK-JAMMU,Jammu and Kashmir,HPCL,B,32.71,74.87,2024,July,184,116
HPC41035092,MSHSD BUNDI FILLING STATION,BUNDI - RETAIL,RJ-BUNDI,Rajasthan,HPCL,C,25.44,75.65,2024,July,110,30
HPC41035101,SIDDHAM FUELS,KOTA - RETAIL,CT-BILASPUR,Chhattisgarh,HPCL,C,21.9,82.07,2024,July,40.5,31.5
HPC41035105,M/s JRD DIESELS,CHARKHADA - RETAIL,RJ-BIKANER,Rajasthan,HPCL,D1,27.48,73.51,2024,July,4,150
HPC41035108,M/s LAXMINATH FILLING STATION,NACHNA - RETAIL,RJ-JAISALMER,Rajasthan,HPCL,C,27.5,71.73,2024,July,40,360
HPC41035110,M/s DO BHAI PETROL PUMP SADHERA,LUNKARNSAR - RETAIL,RJ-BIKANER,Rajasthan,HPCL,D1,28.41,73.58,2024,July,16,152
HPC41035112,M/s DHARNIDHAR PETROLEUM,SANCHORE - RETAIL,RJ-SANCHORE,Rajasthan,HPCL,C,24.75,71.62,2024,July,12,60
HPC41035114,M/s MAHALAXMI FUEL SERVICE,AHORE - RETAIL,RJ-JALORE,Rajasthan,HPCL,D1,25.37,72.71,2024,July,25,59
HPC41035116,M/s MUNIRAJ PETROLEUM,POSSANA - RETAIL,RJ-JALORE,Rajasthan,HPCL,C,25.24,72.13,2024,July,13,57
HPC41035118,M/s JAI MAHALAXMI PETROLEUM,PACHPADRA - RETAIL,RJ-BALOTRA,Rajasthan,HPCL,D1,25.93,72.23,2024,July,36,316
HPC41035120,M/s MAHADEV FILLING STATION,BHANDIYAWAS-RETAIL,RJ-BALOTRA,Rajasthan,HPCL,D1,25.92,72.28,2024,July,16,224
HPC41035122,M/s VIRARAM FUELENT PVT LTD,SANCHORE - RETAIL,RJ-SANCHORE,Rajasthan,HPCL,-,0,0,2024,July,0,0
HPC41035124,JS PETRO TRADE PVT LTD,SANCHORE - RETAIL,RJ-SANCHORE,Rajasthan,HPCL,-,0,0,2024,July,0,258
HPC41035126,M/s SHREE RAM FILLING STATION,BARMER - RETAIL,RJ-BARMER,Rajasthan,HPCL,D2,25.75,71.46,2024,July,70,310
HPC41035128,M/s HAZI MUSE KHAN   SONS,SARWADI-RETAIL,RJ-BALOTRA,Rajasthan,HPCL,D1,25.98,72.44,2024,July,19,107
HPC41035134,SAI PETROL PUMP,NAGAUR - RETAIL,RJ-NAGAUR,Rajasthan,HPCL,C,27.19,73.7,2024,July,23,19
HPC41035135,KRISHNA FILLING STATION,BANTHRI - RETAIL,RJ-DIDWANA-KUCHAMAN,Rajasthan,HPCL,C,27.35,74.26,2024,July,15,45
HPC41035136,M/S SHREE SHYAM FILLING STATION,IDWA - RETAIL,RJ-NAGAUR,Rajasthan,HPCL,D1,26.78,74.26,2024,July,20,80
HPC41035137,SANSKAR FILLING STATION,PARBATSAR CITY - RETAIL,RJ-DIDWANA-KUCHAMAN,Rajasthan,HPCL,D2,26.86,74.75,2024,July,20,60
HPC41035138,M/S BABA RAMDEV PETROLEUM,NAGAUR - RETAIL,RJ-NAGAUR,Rajasthan,HPCL,C,27.21,73.76,2024,July,19,93
HPC41035139,LADNUN HIGHWAY FILLING STATION,JASWANTGARH - RETAIL,RJ-DIDWANA-KUCHAMAN,Rajasthan,HPCL,C,27.62,74.39,2024,July,20,60
HPC41035140,MAHI FUEL STATION,BILARA - RETAIL,RJ-JODHPUR (RURAL),Rajasthan,HPCL,D1,26.2,73.8,2024,July,8,52
HPC41035141,SARASWATI MOBILE FUEL SERVICE LLP,KAKANI - RETAIL,RJ-JODHPUR (RURAL),Rajasthan,HPCL,-,0,0,2024,July,0,24
HPC41035143,ADHOC TANISHQ ENERGY,KAKANI - RETAIL,RJ-JODHPUR,Rajasthan,HPCL,D1,26.06,73.07,2024,July,0,0
HPC41035144,VISHNU SHREE TEST LABS PRIVATE LIMI,KAKANI - RETAIL,RJ-JODHPUR (RURAL),Rajasthan,HPCL,-,0,0,2024,July,0,198
HPC41035145,RAJPUTANA AUTOMOBILES,DANTIWARA - RETAIL,RJ-JODHPUR,Rajasthan,HPCL,D1,26.26,73.5,2024,July,0,0
HPC41035146,M/s SHIVAY PETROLEUM  MOTINAGAR,SINDHARI - RETAIL,RJ-BALOTRA,Rajasthan,HPCL,D2,25.55,71.96,2024,July,8,40
HPC41035147,M/s Shantinath Petroleum  Bakra Roa,MODRA - RETAIL,RJ-JALORE,Rajasthan,HPCL,A,25.23,72.48,2024,July,20,78
HPC41035148,M/s Mahadev Diesel Automobile Budha,BUDHTALA - RETAIL,RJ-BARMER,Rajasthan,HPCL,D2,26.31,71.49,2024,July,40,182
HPC41035149,M/S ADHOC SATYAM PETROLEUM,PACHPADRA - RETAIL,RJ-BALOTRA,Rajasthan,HPCL,C,25.95,72.22,2024,July,0,0
HPC41035150,Mahadev Filling Station,NAGAUR - RETAIL,RJ-NAGAUR,Rajasthan,HPCL,A,27.21,73.61,2024,July,30,90
HPC41035151,M/s FOJI PETROL PUMP,DEGANA - RETAIL,RJ-NAGAUR,Rajasthan,HPCL,D2,27,74.31,2024,July,18,38
HPC41035152,M/S BHAGYA LAXMI PETROLEUM  GUNGA,GUNGA - RETAIL,RJ-BARMER,Rajasthan,HPCL,D1,26.22,71.23,2024,July,46,416
HPC41035154,M/S SHREE SITARAM PETROLEUM,NAGAUR - RETAIL,RJ-NAGAUR,Rajasthan,HPCL,D1,27.16,73.79,2024,July,5,70
HPC41035155,M/s H P CENTRE   BGKT,JODHPUR - RETAIL,RJ-JODHPUR,Rajasthan,HPCL,B,26.24,73.01,2024,July,126,168
HPC41035156,M/s CHAMUNDA PETROLEUM  LANGERA,BARMER - RETAIL,RJ-BARMER,Rajasthan,HPCL,D1,25.73,71.36,2024,July,29,75
HPC41035157,M/s SHRI MOHANGARH PETROLEUM BARMER,BARMER - RETAIL,RJ-BARMER,Rajasthan,HPCL,D1,25.77,71.43,2024,July,14,78
HPC41035158,M/s  Sai Kripa Fuels,JODHPUR - RETAIL,RJ-JODHPUR,Rajasthan,HPCL,B,26.26,73.01,2024,July,119,95
HPC41035159,M/s  SHRI GANPATI PETROLEUM SERVICE,KAKANI - RETAIL,RJ-JODHPUR (RURAL),Rajasthan,HPCL,-,0,0,2024,July,0,84
HPC41035160,M/S NEELAM ENTERPRISES,JODHPUR - RETAIL,RJ-JODHPUR,Rajasthan,HPCL,-,0,0,2024,July,0,30
HPC41035161,DDD RATHORE FUEL ENTERPRISE PRIVATE,JODHPUR - RETAIL,RJ-JODHPUR,Rajasthan,HPCL,-,0,0,2024,July,0,0
HPC41035162,M/S SMB FILLING STATION  ARJUNSAR,ARJUNSAR - RETAIL,RJ-BIKANER,Rajasthan,HPCL,D1,28.9,73.86,2024,July,8,40
HPC41035163,M/s SHRI KESHRICHAND SARSWAT AUTO F,LUNKARNSAR - RETAIL,RJ-BIKANER,Rajasthan,HPCL,D1,28.52,73.76,2024,July,13,143
HPC41035164,M/s BHATI FILLING STATION  BHAINSAR,SANKHDA - RETAIL,RJ-JAISALMER,Rajasthan,HPCL,C,26.62,71.5,2024,July,45,401
HPC41035165,M/s SHREE BABA RAMDEV FS  DIYATARA,SANKHLA PHANTA - RETAIL,RJ-BIKANER,Rajasthan,HPCL,D1,27.79,72.79,2024,July,16,76
HPC41035166,M/S HP SERVICE CENTER KHARA,HUSANSAR - RETAIL,RJ-BIKANER,Rajasthan,HPCL,-,28.18,73.38,2024,July,0,0
HPC41035167,ADHOC BIKANER FILLING STATION BARSI,PALANA - RETAIL,RJ-BIKANER,Rajasthan,HPCL,C,27.85,73.21,2024,July,15,85
HPC41035168,M/s HP SERVICE CENTRE POKARAN,POKARAN - RETAIL,RJ-JAISALMER,Rajasthan,HPCL,D1,26.93,71.89,2024,July,35,125
HPC41035169,M/S AMRIT FUEL STATION  KHAJUWALA,KHAJUWALA - RETAIL,RJ-BIKANER,Rajasthan,HPCL,C,28.72,72.61,2024,July,30,146
HPC41035170,M/s VEERABHADRA FLG STN DHARMSAGAR,DHARMASAGAR - RETAIL,TG-WARANGAL,Telangana,HPCL,C,17.98,79.46,2024,July,34,112
HPC41035172,M/s K V R  PETROMART,KURNOOL - RETAIL,AP-KURNOOL,Andhra Pradesh (New),HPCL,C,15.8,78.06,2024,July,48,49
HPC41035173,M/s SEVEN HILLS FILLING STATION,YAGANTIPALLE - RETAIL,AP-NANDYAL,Andhra Pradesh (New),HPCL,C,15.33,78.19,2024,July,28,88
HPC41035174,M/s M V N REDDY FILLING STATION,SANTAJUTUR - RETAIL,AP-NANDYAL,Andhra Pradesh (New),HPCL,D2,15.63,78.54,2024,July,33,61
HPC41035175,M/s SURYA FILLING STATION  OWK,OWK - RETAIL,AP-NANDYAL,Andhra Pradesh (New),HPCL,C,15.21,78.11,2024,July,40,74
HPC41035176,M/s NANDINI FILLING STATION,RAMAPURAM - RETAIL,AP-NANDYAL,Andhra Pradesh (New),HPCL,C,15.14,78.11,2024,July,20,64
HPC41035177,MSHSD YASHWANTH SAI FILLING STATION,NASPUR - RETAIL,TG-MANCHERIAL,Telangana,HPCL,D1,18.86,79.48,2024,July,107,118
HPC41035178,M/s HP SERVICE CENTRE  NARASANNAPAL,NARASANNAPALLY - RETAIL,TG-KAMAREDDY,Telangana,HPCL,D1,18.27,78.36,2024,July,58,162
HPC41035179,M/s CHAKRA FILLING STATION  NAMPALL,HYDERABAD-NAMPALLY - RETAIL,TG-HYDERABAD,Telangana,HPCL,A,17.39,78.47,2024,July,104,36
HPC41035180,M/s VENKATADRI FUEL POINT  GACHIBOW,HYDERABAD-GACHIBOWALI - RETAIL,TG-RANGA REDDY,Telangana,HPCL,A,17.44,78.36,2024,July,295,181
HPC41035182,M/s Shree Santosh Fuel Point Masaip,MASAIPET - RETAIL,TG-MEDAK,Telangana,HPCL,D1,17.92,78.46,2024,July,8,62
HPC41035184,VIGHNESWARA FUEL FILLING STATION,ODHYARAM - RETAIL,TG-KARIMNAGAR,Telangana,HPCL,D2,18.44,78.98,2024,July,30,245
HPC41035185,SRI DIVYA FUELS,ALGUNOORVILLAGE - RETAIL,TG-KARIMNAGAR,Telangana,HPCL,D2,18.41,79.16,2024,July,22,76
HPC41035187,SRI LAXMI GANAPATHY FILLING STATION,VENKAPALLY - RETAIL,TG-KARIMNAGAR,Telangana,HPCL,C,18.22,79.3,2024,July,24,84
HPC41035189,M/s PENDHOTA BROS FILLING STATION,BUDWELL VILLAGE - RETAIL,TG-RANGA REDDY,Telangana,HPCL,A,17.31,78.43,2024,July,62,170
HPC41035191,M/S RAMARAM FILLING STATION,JEEDIMETLA - RETAIL,TG-MEDCHAL MALKAJGIRI,Telangana,HPCL,B,17.52,78.42,2024,July,239,137
HPC41035193,MSHSD SAI RAM FILLING STATION,JEEDIMETLA - RETAIL,TG-MEDCHAL MALKAJGIRI,Telangana,HPCL,A,17.51,78.47,2024,July,105,73
HPC41035195,M/s HIGHWAY FILLING STATION REGONDA,REGONDA - RETAIL,TG-JAYASHANKAR BHUPALPALLI,Telangana,HPCL,C,18.24,79.77,2024,July,18,38
HPC41035197,GURUSAI FILLING STATION,VEENAVANKA - RETAIL,TG-KARIMNAGAR,Telangana,HPCL,C,18.35,79.42,2024,July,12,36
HPC41035199,M/s SHAKTINAGAR FILLING STATION,SARWOOR NAGAR - RETAIL,TG-RANGA REDDY,Telangana,HPCL,A,17.34,78.55,2024,July,101,255
HPC41035204,M/S M LAXMA REDDY FILLING STATION,SARWOOR NAGAR - RETAIL,TG-RANGA REDDY,Telangana,HPCL,A,17.35,78.53,2024,July,112,66
HPC41035206,M/s ALLE SAYANNA   SONS FS  SALOORA,SALORA - RETAIL,TG-NIZAMABAD,Telangana,HPCL,D2,18.69,77.82,2024,July,42,64
HPC41035209,M/s RAMESH FUEL POINT  JUMERAT BAZA,HYDERABAD-MEHDIPATNAM - RETAIL,TG-HYDERABAD,Telangana,HPCL,A,17.37,78.46,2024,July,110,39
HPC41035215,M/s GAMPA VISHWANATHAM  KADTHAL,KADTHAL - RETAIL,TG-RANGA REDDY,Telangana,HPCL,D2,16.98,78.5,2024,July,40,46
HPC41035221,M/S JMR FILLING STATION,HAYATNAGAR - RETAIL,TG-RANGA REDDY,Telangana,HPCL,A,17.35,78.56,2024,July,100,113
HPC41035226,M/S SRI VENKATESHWARA FILLING STATI,HYDERABAD-BALANAGAR - RETAIL,TG-MEDCHAL MALKAJGIRI,Telangana,HPCL,A,17.47,78.44,2024,July,130,100
HPC41035229,M/s Y V KRISHNA RAO AND SONS  NARSI,NARSINGI - RETAIL,TG-RANGA REDDY,Telangana,HPCL,A,17.39,78.34,2024,July,239,416
HPC41035233,M/s RAYYAN FUELS  MOINBAGH,HYDERABAD-BABANAGAR - RETAIL,TG-HYDERABAD,Telangana,HPCL,A,17.34,78.49,2024,July,140,23
HPC41035238,SRI VANI FUEL STATION,PONNAL - RETAIL,TG-SIDDIPET,Telangana,HPCL,D2,18.07,78.86,2024,July,58,90
HPC41035241,MSHSD SLV SERVICE STATION MALDAKAL,MALDAKAL - RETAIL,TG-JOGULAMBA GADWAL,Telangana,HPCL,C,16.12,77.7,2024,July,0,0
HPC41035244,MSHSD FAISAL FILLING CENTRE JADCHER,JADCHERLA - RETAIL,TG-MEHBUBNAGAR,Telangana,HPCL,C,16.74,78.15,2024,July,16,80
HPC41035248,M/s RAJASHREE SERVICE STATION,HYDERABAD-BAHADURPURA - RETAIL,TG-HYDERABAD,Telangana,HPCL,A,17.35,78.45,2024,July,83,21
HPC41035251,M/s SREE VENKATESHWARA FUEL STATION,SHABAD - RETAIL,TG-RANGA REDDY,Telangana,HPCL,C,17.17,78.14,2024,July,28,40
HPC41035254,M/S TS CIVIL SUPPLIES CORP  LIMITED,SARWOOR NAGAR - RETAIL,TG-RANGA REDDY,Telangana,HPCL,A,17.35,78.55,2024,July,237,171
HPC41035257,M/S GURU NANAK FILLING STATION,SARWOOR NAGAR - RETAIL,TG-RANGA REDDY,Telangana,HPCL,A,17.37,78.54,2024,July,126,34
HPC41035260,M/S SIDHARTHA FILLING STATION,BAHADURPALLY - RETAIL,TG-MEDCHAL MALKAJGIRI,Telangana,HPCL,D2,17.57,78.42,2024,July,25,82
HPC41035263,M/s Metro Service Station Tupran,TOOPRAN - RETAIL,TG-MEDAK,Telangana,HPCL,D1,17.88,78.47,2024,July,53,167
HPC41035265,M/s MEHER FILLING STATION  ADLOOR Y,KAMAREDDY - RETAIL,TG-KAMAREDDY,Telangana,HPCL,D1,18.36,78.3,2024,July,49,105
HPC41035268,MSHSD AJAY KUMAR FILLING STN SHANTI,SHANTHINAGAR - RETAIL,TG-JOGULAMBA GADWAL,Telangana,HPCL,C,15.95,77.84,2024,July,9,5
HPC41035274,MSHSD SAMSKRUTHI SERVICE STATION PE,PEBBAIR - RETAIL,TG-WANAPARTHY,Telangana,HPCL,C,16.21,78,2024,July,0,0
HPC41035280,M/S RUDRA FILLING STATION,DP BAHADURPALLY - RETAIL,TG-MEDCHAL MALKAJGIRI,Telangana,HPCL,D2,17.56,78.43,2024,July,19,189
HPC41035283,M/s SREE NARASIMHA SERVICE STATION,HANAMAKONDA - RETAIL,TG-WARANGAL,Telangana,HPCL,B,18.01,79.56,2024,July,0,0
HPC41035302,KUNWAR PETRO CORP,SURJAN NAGAR - RETAIL,UP-MORADABAD,Uttar Pradesh,HPCL,C,29.23,78.71,2024,July,19,23
HPC41035305,BAJRANG OILS,BHAGASAR - RETAIL,UT-BAGESHWAR,Uttaranchal,HPCL,D2,29.91,79.62,2024,July,45,27
HPC41035327,M/s ROSE PETROLEUMS  KULLAN,KULANA - RETAIL,HR-FATEHABAD,Haryana,HPCL,C,29.66,75.71,2024,July,8,16
HPC41035343,MS/HSD GAUTMESHWAR FILLING ST,NIMBAHERA - RETAIL,RJ-CHITORGARH,Rajasthan,HPCL,C,24.62,74.67,2024,July,8,4
HPC41035347,SHYAMBHARTI FUELS,CHAMPA - RETAIL,CT-JANJGIR,Chhattisgarh,HPCL,C,22.05,82.65,2024,July,51,59
HPC41035350,KGN FUELS,KUNKURI - RETAIL,CT-JASHPUR,Chhattisgarh,HPCL,D2,22.74,83.95,2024,July,90,78
HPC41035351,AVADH AUTOMOBILES,SIWAN RAI KATOLA - RETAIL,UP-BALLIA,Uttar Pradesh,HPCL,D1,25.77,84.52,2024,July,0,0
HPC41035352,K R FUELS,FAGURAM - RETAIL,CT-SAKTI,Chhattisgarh,HPCL,C,21.93,83.1,2024,July,22,66
HPC41035354,M D FUELS,LAILUNGA - RETAIL,CT-RAIGARH,Chhattisgarh,HPCL,C,22.35,83.49,2024,July,28,58
HPC41035369,SHRI RAVI SERVICE CENTRE,JARHI - RETAIL,CT-SURAJPUR,Chhattisgarh,HPCL,D2,23.37,83.04,2024,July,90,78
HPC41035371,ROMSHILA FUELS,SUKHRAPARA - RETAIL,CT-JASHPUR,Chhattisgarh,HPCL,C,22.65,83.58,2024,July,25,59
HPC41035375,BAJRANG FUELS,BILASPUR-L - RETAIL,CT-BILASPUR,Chhattisgarh,HPCL,C,22.1,82.09,2024,July,130,54
HPC41035379,CHITRANJAN FUELS,KUNKURI - RETAIL,CT-JASHPUR,Chhattisgarh,HPCL,D1,22.75,84.1,2024,July,14,28
HPC41035387,SHREE FILLING STATION,KHARSIA - RETAIL,CT-RAIGARH,Chhattisgarh,HPCL,D1,21.99,83.25,2024,July,10,30
HPC41035389,JAI AMBEY FUELS,LAKHANPUR - RETAIL,CT-SARGUJA,Chhattisgarh,HPCL,D1,22.92,82.9,2024,July,0,0
HPC41035391,HARIHAR FUELS,SAMRI - RETAIL,CT-BALRAMPUR,Chhattisgarh,HPCL,D2,23.29,83.91,2024,July,48,68
HPC41035392,BHOLA FILLING STATION,NAVNIRAI GANJ - RETAIL,UP-KAUSHINAGAR,Uttar Pradesh,HPCL,D1,27.06,83.9,2024,July,79,75
HPC41035393,HARSH PETROLEUM,SUKHRAPARA - RETAIL,CT-JASHPUR,Chhattisgarh,HPCL,D1,22.56,83.48,2024,July,0,0
HPC41035395,MANRAJ FUELS,RAIGARH - RETAIL,CT-RAIGARH,Chhattisgarh,HPCL,C,21.91,83.38,2024,July,32,256
HPC41035397,GHANSI RAM FUELS,PUNJIPATRA - RETAIL,CT-RAIGARH,Chhattisgarh,HPCL,D2,22.18,83.34,2024,July,35,140
HPC41035399,DHEERAJ FUELS,KANSABEL - RETAIL,CT-JASHPUR,Chhattisgarh,HPCL,C,22.72,83.72,2024,July,24,52
HPC41035401,SANTOSHI FUELS,PUNJIPATRA - RETAIL,CT-RAIGARH,Chhattisgarh,HPCL,D2,22.24,83.33,2024,July,5,279
HPC41035403,BIRENDRA PRABHA PETROL PUMP,AMBIKAPUR - RETAIL,CT-SARGUJA,Chhattisgarh,HPCL,C,23.12,83.17,2024,July,52,58
HPC41035406,DARIMA PETROL PUMP,DARIMA - RETAIL,CT-SARGUJA,Chhattisgarh,HPCL,C,23.02,83.21,2024,July,0,0
